# Field extents   
# Reference position: (0.0000000000e+00 0.0000000000e+00 0.0000000000e+00)
# Threshold       : 5.0000000000e-01
# Time            	alpha_internal    
1.86298           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.86333           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.86372           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.86416           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.86462           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.86508           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.86557           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.86595           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.86633           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.86668           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.86708           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.86746           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.86787           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.86834           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.86863           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.86896           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.86932           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.86974           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87013           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87045           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.8708            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.8712            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87164           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87194           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87228           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87266           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87303           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87344           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87372           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87404           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87439           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87479           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87508           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87541           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87579           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87607           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.8764            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87676           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87716           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87748           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87784           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87827           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87862           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87896           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87931           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.87965           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88              (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88038           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88082           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88131           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88173           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.8821            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88252           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88299           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88348           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88383           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88422           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88466           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88515           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88555           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88596           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88633           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88674           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88722           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88758           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88799           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88847           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88885           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88917           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88953           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.88989           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89029           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.8907            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89102           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89138           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89179           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89224           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89257           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89289           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89321           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89357           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89397           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89426           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89458           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89494           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89536           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89583           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89615           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89647           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89682           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89714           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.8975            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89781           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89817           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89854           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.8989            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89927           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.89963           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.9               (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90032           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90066           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90092           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90121           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90153           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.9019            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90232           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90266           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90304           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90335           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90369           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90406           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90432           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90462           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90495           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90534           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90566           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90602           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90643           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90674           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90709           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90745           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90771           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90801           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90834           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90863           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90895           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90932           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.90966           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91003           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91036           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91073           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.9111            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91142           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91171           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91205           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91242           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91285           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91324           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91366           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91398           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91432           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.9146            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.9149            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91524           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91564           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91607           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91656           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91691           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91729           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91775           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91803           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91836           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91877           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91918           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.91959           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92              (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92041           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92086           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92119           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92149           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92183           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92218           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.9225            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92285           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92325           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92369           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92417           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92445           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92474           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92507           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92541           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.9258            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92609           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92643           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92679           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.9272            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92762           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92792           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92822           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92855           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92892           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92928           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.92967           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.93012           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.93044           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.93079           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.9311            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.93144           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.93176           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.93212           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.93246           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.9328            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.93316           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.93354           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.93397           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.93426           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.93458           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.93492           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.9352            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.9355            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.93585           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.93622           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.9366            (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
1.93694           (1.2708333335e-01 2.0833333335e-03 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
